词语	极性
惨剧	0
厌弃	0
相知恨晚	0
千闻不如一见	0
潦草	0
不过尔尔	0
阿飞	2
红娘	0
时兴	0
富有	0
污辱	0
落花流水	0
爱慕	0
凄惨	0
冷静	1
纪念	0
狐疑	0
投机	0
赃款	2
糟烂	2
躁动	2
贼巢	2
窄狭	2
仗势	2
肇事	2
指斥	2
致命	2
清健	1
清奇	0
清心	1
轻灵	1
晴爽	1
穰穰	1
热血	1
容姿	1
柔静	1
软媚	1
桑梓	1
深彻	1
神威	1
盛景	1
盛意	1
圣手	1
舒意	1
素雅	1
中邪	2
装样子	2
浊世	2
恣睢	2
纵欲	2
阻隔	2
钻心	2
嘴贫	2
罪尤	2
作乱	2
恬美	1
通亮	1
完好	1
旺炽	1
文名	1
稳帖	1
无华	1
稀贵	1
侠气	1
鲜绿	1
娴熟	1
详密	1
谐婉	1
新秀	1
欣欣	1
集锦	1
济世	1
纪念碑	1
雄风	1
雄强	1
秀拔	1
秀异	1
轩朗	1
压轴戏	1
雅气	1
妍雅	1
艳阳天	1
夷旷	1
义烈	1
逸韵	1
英模	1
莹澈	1
颖异	1
勇壮	1
幽趣	1
有恒	1
有效	1
余裕	1
郁烈	1
家珍	1
佳偶	1
嘉名	1
简括	1
践行	1
见惠	1
建树	1
奖励	1
奖状	1
娇红	1
娇妻	1
教导	1
接引	1
节操	1
金婚	1
谨密	1
韵味	1
造诣	1
战果	1
朝阳	1
真诠	1
珍品	1
峥嵘	1
知己	1
直性	1
志行	1
至言	1
挚切	1
忠忱	1
祝捷	1
专长	1
壮实	1
卓荦	1
擢升	1
进军	1
钻研	1
左右手	1
尽职	1
精当	1
精炼	1
精勤	1
精雅	1
精装	1
经世	1
警醒	1
景致	1
靓妆	1
劲健	1
救护	1
掬诚	1
巨擘	1
镌刻	1
啰里啰嗦	2
暗地里	2
白忙	0
卑陋	2
鄙贱	2
训练有素	1
震撼人心	1
要死要活	2
顽石点头	1
秀外惠中	1
有威信	1
有见识	1
真心诚意	1
站得住脚	1
有的放矢	1
音调优美	1
行之有效	1
谐趣横生	1
直来直去	1
不堪造就	2
世态炎凉	2
水泄不通	2
死死	2
酸涩	2
徒然	2
危机四伏	2
无关大局	2
无人过问	2
下三滥	2
不起眼儿	2
不问三七二十一	0
不着调	2
残酷无情	2
豺狼成性	2
稀里糊涂	2
咄咄逼人	2
拮据	2
装腔作势	2
犹豫不前	2
阴阳怪气	2
臭不可闻	2
疮痍满目	0
粗手笨脚	2
大手大脚	2
胆小怕事	2
等而下之	2
低智	2
东倒西歪	2
饿殍遍野	2
反社会	2
费时	2
肤皮潦草	2
干干巴巴	2
够呛	2
孤陋寡闻	2
寡言少语	2
哄然	2
花拳绣腿	2
灰暗	0
至尊	1
晦暗	2
秽乱	2
忠贞不屈	1
灼然无疑	1
最高级	1
倜傥不群	1
昏昧	2
婷婷袅袅	1
昏愦	2
馥馥	1
觥筹交错	0
哀切	0
抱不平	1
鼻酸	2
混混沌沌	2
吃不准	2
踌躇不前	2
祸从天降	2
呆住	2
恶骂	2
发飙	2
费精神	2
顾忌	2
慌恐	2
鸡蛋里挑骨头	2
解气	0
惊奇不已	0
看淡	2
宽恕	1
来气	0
乱了方寸	0
面有愧色	0
气汹汹	0
清算	2
傻眼	0
挑毛病	0
惟恐	0
心急如火	0
羞窘	0
训戒	0
一怔	0
欲哭无泪	0
找碴儿	0
质疑	0
诟病	0
假正经	2
额手称庆	0
公祭	0
魂牵梦系	0
叫绝	1
竟敢	0
假模假式	2
满怀激情	0
慕名	0
盼望	0
企望	0
挤挤插插	0
安然无恙	0
守候	0
推许	0
喜上心头	0
心甘情愿	0
板板正正	1
心如蛇蝎	2
心眼小	2
学识谫陋	2
浇漓	2
矫情造作	2
闭月羞花	1
经济拮据	0
博识	1
勃勃生机	1
空空洞洞	2
口头上	2
苦不唧	2
狂妄自大	2
出身高贵	1
春光明媚	1
老大难	2
聪明过人	1
累卵	2
冷血	0
利已	2
大大方方	1
淡泊明志	1
灯火辉煌	1
零乱	2
令人费解	2
顶尖	1
令人厌恶	2
乱烘烘	2
乱真	0
多才多艺	1
满目疮痍	0
没劲	2
没头脑	2
没有学问	2
迷迷蒙蒙	0
面无表情	0
木头木脑	2
男盗女娼	2
行为不端	2
硬生生	2
虚无飘渺	2
眼疾手快	1
夜不闭户	1
有名气	1
有胆量	1
性情温良	1
细巧	1
闹得慌	2
蔫头耷脑	2
蓬头垢面	2
偏斜	2
凭空	2
凄苦	0
欠完善	2
禽兽不如	2
穷苦	0
缺乏教养	2
扰扰	0
任纵	2
刁钻	2
炽热	1
自愧弗如	0
世外桃源	0
三寸不烂之舌	1
八字打开	1
848	0
傲视	2
霸气	2
经典	1
还我河山	0
顺畅	1
解纷	0
稳妥	1
打破沙锅问到底	1
千载一遇	0
不是滋味儿	2
寒素	1
黑蒙蒙	2
荆棘载途	2
不骄不躁	1
不畏艰险	1
不武断	1
才高八斗	1
茫茫然	2
气粗	0
无立足之地	2
盲人骑瞎马	2
乳臭未干	2
嗓子不好	0
傻呵呵	0
神志委靡	2
无故	2
无目的	2
芬芳馥郁	1
分文不取	1
风华正茂	1
竹篮打水	2
最差	2
奉公守法	1
思路清晰	1
坦诚相待	1
天字第一号	0
刚正不阿	1
高级化	1
高性能	1
耿耿	0
够水平	1
光彩炫目	1
瑰伟	1
毫不犹豫	1
好说话儿	1
合度	1
赫赫	1
爽心悦目	1
数得着	1
舒快	1
手快	1
世界级	1
实至名归	1
十全	1
升平	0
浑然一体	1
技高一筹	1
神奥	1
坚贞不渝	1
简明扼要	1
上镜	1
赏罚严明	1
叫真	3
山明水秀	1
精神抖擞	1
经久耐用	1
入味	1
如虎添翼	1
举止端庄	1
绝好	1
俊丽	1
饶爽	1
确凿	0
可信赖	1
情文并茂	1
趣味盎然	1
清通	1
轻轻松松	1
强壮有力	1
死有余辜	2
无常	2
老于世故	2
形影相吊	2
理智	1
庸庸碌碌	2
器宇不凡	1
鱼龙混杂	2
贼溜溜	2
忸忸怩怩	2
突破性	1
其乐融融	1
文绉绉	1
原封不动	1
有门儿	1
有福气	1
训练良好	1
协调一致	1
平滑	0
平等互利	1
铁案如山	1
路人皆知	2
迷人	1
明快生动	1
目光炯炯	1
内敛	1
排列整齐	1
哀而不伤	1
爱毛反裘	2
地大物博	1
天下为一	1
毁家纾难	1
赤心奉国	1
捐躯殉国	1
以身报国	1
护国佑民	1
论道经邦	1
纲纪废弛	2
三旨相公	2
移天易日	2
卖国求利	2
棘没铜驼	0
蹙国丧师	2
哀艳	1
妒火	2
欢欣	1
欢乐	1
松快	1
高涨	1
芳泽	1
春风满面	1
欢腾	1
狂喜	1
嘻嘻哈哈	1
喜滋滋	1
心旷神怡	1
称愿	1
宁可	0
发噱	1
怡然	1
无忧无虑	1
载歌载舞	1
惊喜交加	0
喜从天降	1
夹道欢呼	1
披红戴花	1
久旱逢甘雨	1
酣畅淋漓	1
哑笑	0
大笑	0
笑哈哈	1
悠然自得	1
鹊桥相会	1
电线杆上挂邮箱－高兴	0
讨饭的捡黄金－喜出望外	0
渔夫赶上鱼汛－喜之不尽	0
圆满	1
乔迁之喜	1
从宽	0
家弦户诵	1
可意	1
热爱	1
爱护	1
可爱	1
爱屋及乌	0
赏玩	0
沉醉	0
自豪	1
看上	0
欢心	0
相爱	0
歆羡	0
优点	1
心仪	1
青睐	1
可亲	1
入神	0
视如珍宝	1
耳鬓厮磨	1
如影随形	1
宝贝儿	1
千里送鹅毛	1
痛痒相关	1
人心所向	1
小姑娘的脸蛋－爱煞人	1
惺惺惜惺惺	0
哥儿们	0
慰唁	0
暖洋洋	1
罗曼蒂克	1
水乳交融	0
娇美	1
斑斓	1
碧蓝	1
推崇	0
景仰	1
孝敬	1
贵姓	1
专诚	0
敬畏	0
伟大	1
企慕	1
拜服	1
畏服	0
名誉	1
千秋万岁	1
福寿无疆	1
福齐南山	1
吉人天相	1
依从	1
英烈	1
拜访	1
拜识	1
名正言顺	1
对得住	1
一团和气	1
洒脱	1
衾影无愧	1
举止自若	1
慰藉	0
安外	1
挂虑	3
驰思	0
念旧	0
企足矫首	0
朝闻夕死	1
守信	1
头头是道	1
无可辩驳	2
爱惜	1
宝库	1
波澜壮阔	1
超群	1
冲锋陷阵	1
豪迈	1
催人奋进	1
宏愿	1
矢志	1
辉煌	1
渐进	1
精益求精	1
克勤克俭	1
大公无私	1
典范	1
非凡	1
赴汤蹈火	1
高瞻远瞩	1
魁梧	1
老当益壮	1
伶俐	1
埋头苦干	1
柔情	1
勃发	1
自若	1
谨慎	1
审慎	1
靡丽	1
娇艳	1
风趣	1
澎湃	1
奇观	3
谦和	1
勤恳	1
秋毫无犯	1
任劳任怨	1
勤奋好学	1
恩泽	1
聚精会神	1
折服	0
孝子	1
事半功倍	1
通顺	1
巍巍	1
稳重	1
犀利	1
响彻云霄	1
义正词严	1
涌现	1
幽美	1
斩钉截铁	1
忠诚	1
美德	1
仁义	1
狷介	1
爽直	1
脱俗	1
精忠	1
尽忠	1
诚朴	1
持重	1
好性儿	1
大丈夫	1
胆略	1
颖慧	1
忠顺	1
精诚	1
坚贞	1
公允	1
活泛	1
雄健	1
谨饬	1
专一	1
啧啧称羡	1
经心	2
洪大	1
甜润	1
坚忍	1
纤尘不染	1
救死扶伤	1
团体精神	1
活波	1
作善降祥	1
情坚金石	1
全神贯注	1
警觉	1
传神	1
工整	1
均匀	0
明智	1
强壮	1
全面	1
稳固	0
新颖	1
匀称	1
清澈	1
严细	0
迅捷	1
徐徐	1
悍将	1
英雄汉	1
公事公办	1
廉正无私	1
搭救	1
救危排险	1
温暖如春	1
赞颂	1
摩登	1
姣好	1
花枝招展	0
娇艳欲滴	1
光芒四射	1
丢卒保车	1
水米无交	1
肃贪倡廉	1
超凡脱俗	1
不俗	1
贞洁	1
一清二白	1
安定团结	1
鲜活	1
民富国强	1
无可挑剔	1
有声有色	1
势不可挡	1
彪炳史册	1
声震寰宇	1
叫座	0
物美价廉	1
醇香	1
顶呱呱	1
抢眼	1
超尘拔俗	1
堪称一绝	1
身手不凡	1
实打实	1
尽善尽美	1
独领风骚	1
独具一格	1
上口	0
恩同再造	1
昂奋	0
白净	1
褒美	1
宝剑	1
报谢	1
愤激	0
气不忿	0
忧愤	2
愤慨	0
民愤	0
怒视	0
易怒	0
动气	0
大发雷霆	0
公愤	0
泄愤	2
怒目	0
一刀两断	2
三尸暴跳，七窍生烟	0
皇上拍桌子－盛怒	0
艴然不悦	2
怒目而视	2
声色俱厉	2
热锅上的蒸笼－气到顶了	0
尸骨未寒	0
酸辛	0
伤感	0
哀叫	0
节哀	0
痛失	0
椎心泣血	0
无辜	0
痛切	0
忧戚	0
切肤之痛	0
啼哭	0
哀泣	0
泣不成声	0
泪汪汪	0
惜老怜贫	1
苦味	0
去日苦多	0
荒凉	0
星离云散	0
重温旧梦	0
孤单	0
食不下咽	0
触景商情	0
寡妇死了儿－哭得好伤心	0
板栗连壳吞下肚－千针万刺痛在心	0
钢针刺胸口－心痛	0
哑巴吃黄连－有苦说不出	0
有口难分	0
水深火热	0
哀求	0
发憷	0
骇异	0
恐怖	0
生怕	0
畏罪	0
慎重	1
屁滚尿流	2
讳言	0
发毛咕	0
艰辛	0
魂飞天外	0
惶惶而不可终日	0
倾耳侧目	0
屈服	2
暗算	2
暴徒	2
蚕食鲸吞	2
丑剧	2
勾结	2
诡计	2
荒淫	2
打家劫舍	2
毒害	2
恶人	2
逢迎	2
狼心狗肺	2
溜须拍马	2
恶感	2
憎恨	0
邪恶	2
迫害	2
无礼	2
怨气	0
侵入	2
曲意逢迎	2
色厉内荏	2
鄙视	2
夙怨	0
屠杀	2
妄想	2
瘟神	2
无恶不作	2
兴妖作怪	2
榨取	2
罪大恶极	2
小视	2
嗤之以鼻	2
薄情	2
专断	2
贪杯	2
欺生	2
奸笑	2
潮湿	2
乌鸦命－人人憎	0
千仇万恨	2
过街老鼠	2
怵心刿目	2
狼狈不堪	2
视而不见	2
兔崽子	2
党徒	2
穷酸	2
坏分子	2
土棍	2
魔头	2
悍妇	2
死心眼儿	2
谣诼	2
羊质虎皮	2
暗淡	2
不齿	2
不悦	0
乏味	2
怅惘	0
熬心	2
逆耳	2
颓丧	2
愁眉苦脸	0
离愁	2
懊丧	0
压抑	0
头痛	0
怄气	0
窘态	0
闹情绪	0
心病	0
俗不可耐	2
逼迫	2
一潭死水	2
借酒消愁	0
忧国爱民	1
疲劳	0
不知所为	2
唉声叹气	2
自贻伊戚	2
迷惘	0
百无聊赖	0
吃力	0
懊糟	2
蹦跶	2
害羞	0
羞耻	2
羞赧	0
磨不开	0
羞羞答答	0
愧疚	0
错怪	0
歉意	0
悔罪	0
终天之恨	2
慌张	2
焦虑不安	0
心乱如麻	0
焦虑	0
忐忑	0
操切	2
惶惶	2
惊惶失措	2
毛躁	2
匆匆	0
耗子遇见猫－六神无主	0
孙大圣闹天宫－慌了神	0
顾左右而言其他	0
顾此失彼	2
张皇失措	2
奔窜	2
泄气	0
憾事	2
悲观失望	2
回天乏术	2
寸步难行	0
败局	0
嫉贤妒能	2
打破醋坛子	2
过敏	2
启人疑窦	2
多疑	2
傲慢	2
保守	2
捕风捉影	2
沉溺	2
出尔反尔	2
物欲	0
虎头蛇尾	2
豪杰蜂起	1
大法小廉	1
国富兵强	1
朗朗乾坤	1
四海升平	1
长夜难明	2
民穷财尽	2
有天无日	2
除患宁乱	1
正理平治	1
盛名之下，其实难副	2
十年树木，百年树人	1
成败论人	2
黄钟毁弃，瓦釜雷鸣	2
毛遂自荐	1
三顾茅庐	1
知人善任	1
存亡安危	1
功力兼人	1
经纶济世	1
阴谋诡计	2
一琴一鹤	1
欺公罔法	2
渎货无厌	2
贪墨败度	2
忧公无私	1
徇私舞弊	2
打抱不平	1
抑暴扶弱	1
扶倾济弱	1
墙倒众人推	2
信誓旦旦	1
狡兔死，良狗烹	2
布衣疏食	1
节用厚生	1
轻车简从	1
挥金如土	2
铺张扬厉	2
标新立异	3
陈言务去	1
百事大吉	1
万事亨通	1
胡思乱想	2
梦中说梦	2
子虚乌有	2
危如丝发	0
燕雀处堂	0
弘毅宽厚	1
石烂海枯	1
至死不变	1
道古稽今，言远和近	1
一孔之见	2
以貌取人	2
大吹法螺	2
张大其事	2
只见树木，不见森林	2
东掩西遮	2
洞幽烛微	1
审时度势	1
九天九地	1
天差地远	0
云泥之别	2
必由之路	1
一鼓作气	1
穷途之哭	2
山崩川竭	0
世殊事异	2
望而却步	2
翻翻覆覆	2
复旧如初	1
死灰复燃	2
紧箍咒	0
拔本塞源	2
毁于一旦	2
积劳成疾	0
入室弟子	1
天下兴亡，匹夫有责	1
有凭有据	0
阪上走丸	1
责无旁贷	0
换羽移宫	1
百花争艳	1
移花接木	2
化险为夷	1
英雄气短	2
九牛二虎之力	0
直抒己见	1
八面玲珑	3
宾至如归	1
大醇小疵	2
元龙豪气	1
锦上添花	1
景星凤凰	3
忍辱负重	1
屡教不改	2
稀奇古怪	0
顽梗不化	2
二八佳人	1
厚貌深情	2
先入为主	2
锦瑟年华	1
重规叠矩	2
零敲碎打	2
因袭陈规	2
蚍蜉带盆	2
惭凫企鹤	2
钟鸣漏尽	0
反吟伏吟	0
郎才女貌	1
九世同堂	1
清尘浊水	0
捧腹大笑	0
名门望族	1
洞天福地	1
蓬户瓮牖	2
赏同罚异	2
土阶茅屋	2
茶余酒后	0
白骨露野	2
断梗飘蓬	2
以暴易暴	2
不胜衣	2
铁树开花	0
血流如注	0
头疼脑热	0
灭门绝户	2
斗酒只鸡	0
孤儿寡妇	0
孤身只影	0
发聋振聩	1
北辰星拱	1
德深望重	1
名重识暗	2
口吻生花	1
畅所欲言	1
言近旨远	3
伶牙俐齿	3
临事而惧	2
洞见症结	1
海外奇谈	3
信口胡言	2
喙长三尺	2
空谈快意	2
虚谈高议	2
刺刺不休	2
数黄道黑	2
不得其死	2
赤口毒舌	2
灵机一动	1
临机处置	1
设身处地	1
记忆犹新	0
有闻必录	2
历历可数	0
心有灵犀一点通	1
暮鼓晨钟	1
反躬自问	1
退思补过	0
坐不窥堂	1
不看了了	2
楚囚对泣	2
傍人篱壁	2
居功自持	2
挟势弄权	2
欺世罔俗	2
欺天罔地	2
上梁不正下梁歪	2
坐于涂炭	2
弥天大祸	2
屋漏偏遭连夜雨	2
堆金叠玉	1
填阬满谷	0
弹丸之地	2
画栋雕梁	1
釜中生鱼	2
聊以卒岁	2
卖身投靠	2
攀龙附骥	2
依草附木	2
谗口嗷嗷	2
积毁销骨	2
玄酒瓠腑	0
搬口弄舌	2
挑拨离间	2
荒淫无道	2
声色货利	2
爨桂炊玉	2
食玉炊桂	2
杀人灭口	2
杀人越货	2
寅吃卯粮	0
动心忍性	1
严气正性	1
扶东倒西	2
高垒深沟	0
一夫当关，万夫莫开	1
厉兵秣马	1
枕戈寝甲	1
兵连祸结	2
烽火连天	2
柔茹寡断	2
打躬作揖	2
俯首帖耳	2
下气怡声	2
恶醉强酒	2
劈两分星	2
后浪推前浪	1
漏网之鱼	2
逍遥法外	2
塞翁失马	0
撒村骂街	2
耳目一新	1
贿赂公行	2
远水不救近火	2
似箭在弦	0
错综复杂	0
不徐不疾	1
差三错四	2
轻重倒置	2
跋前疐后	0
焦头烂额	2
浑身解数	0
大白于世	0
图穷匕见	2
有加无已	2
风云不测	0
人命危浅	2
衰多益寡	1
衅发萧墙	2
七拼八凑	2
可乘之机	2
怕硬欺软	2
肆言詈辱	2
独霸一方	3
藏垢纳污	2
自欺欺人	2
狗头军师	2
吞云吐雾	2
攻守同盟	2
同恶相济	2
放任自流	2
鸢飞鱼跃	1
引类呼朋	2
大打出手	2
互相推诿	2
通权达变	1
包办代替	2
殚精毕力	1
悉索敝赋	1
目无法纪	2
金貂换酒	2
春暖花香	1
丽日和风	1
风清月朗	1
雪窖冰天	2
水光山色	1
花朝月夕	1
云蒸霞蔚	1
自始至终	1
察察为明	2
杜口木舌	2
不知深浅	2
拿腔做势	2
兼权熟计	1
以力服人	2
纬武经文	1
执牛耳	1
才貌超群	1
风云人物	1
绝世超伦	1
能文能武	1
人才出众	1
头角峥嵘	1
允文允武	1
寸指测渊	2
寡见少闻	2
立地书橱	1
真才实学	1
有眼无珠	2
试金石	1
蛟龙得水	1
一岁三迁	3
兼覆无遗	1
一世龙门	1
心有余而力不足	2
庞然大物	0
乌有先生	2
黔突暖席	2
失之东隅，收之桑榆	1
如入无人之境	1
生死之交	1
雾鬓风鬟	1
高足弟子	1
才调秀出	1
何乐而不为	1
不败之地	1
胸有成竹	1
披露腹心	1
凤凰于飞	1
车马盈门	1
雨后春笋	1
功标青史	1
书功竹帛	1
旰食之劳	1
夙夜匪懈	1
孜孜不怠	1
眼观六路，耳听八方	1
相辅而行	1
春兰秋菊	1
独步天下	1
急中生智	1
日下无双	1
十行俱下	1
无所不通	1
凡事预则立，不预则废	1
兼容并包	1
龙章凤姿	1
尧趋舜步	1
美如冠玉	1
相貌堂堂	1
风流旖旎	1
朱唇皓齿	1
以德报德	1
面折廷争	1
守正不阿	1
直道而行	1
悃愊无华	1
过五关，斩六将	1
待时而动	1
改步改玉	1
清源正本	1
旗开得胜	1
宽以待人	1
万顷之陂	1
忘怀得失	1
弹无虚发	1
偷营劫寨	0
置之死地而后生	1
横扫千军	1
人强马壮	1
无敌于天下	1
纵横驰骋	1
磨穿铁砚	1
豁目开襟	1
勇猛精进	1
金玉良言	1
放下屠刀，立地成佛	1
洗心革面	1
鹰鼻鹞眼	2
阿谀取容	2
妒能害贤	2
怀才之遇	2
鸡皮鹤发	2
交臂失之	2
道尽途穷	2
无补于事	0
节节败退	2
师老民困	2
人老珠黄	2
行尸走肉	2
不朗不秀	2
驽马恋栈	2
臭肉来蝇	2
同流合污	2
梁上君子	2
死有余僇	2
背道而驰	2
弄假成真	2
以冰致蝇	2
屋下架屋	2
蠢如鹿豕	2
扣盘扪烛	2
谄山傲下	2
罪魁祸首	2
同床异梦	2
鼹腹易盈	2
淆惑视听	2
无的放矢	2
矜功伐善	2
说嘴打嘴	2
自取其咎	2
作茧自缚	2
横生枝节	2
家道中落	0
漫天烽火	0
惨淡经营	1
门可罗雀	0
百无一能	2
遇人不淑	2
无胫而行	0
席不暇暖	0
贪小失大	2
断章截句	2
点金成铁	2
佶屈聱牙	2
白头相守	1
乘车戴笠	0
拳拳盛意	0
不期而遇	0
高山流水	1
玉堂金马	1
化干戈为玉帛	0
修文偃武	1
海内存知己，天涯若比邻	0
被发文身	0
皓首苍颜	0
口服心折	0
兄肥弟瘦	1
并蒂莲	1
一双两好	1
问牛知马	0
道路相告	0
应接不暇	0
崇本抑末	0
是非分明	1
远交近攻	0
班师得胜	0
过目不忘	1
温故知新	0
沉郁顿挫	0
好语似珠	1
一片至诚	1
人前背后	2
从容就义	1
慷慨赴义	1
勇猛直前	1
黄花晚节	1
忠肝义胆	1
承欢膝下	1
卑礼厚币	1
敬贤爱士	1
香花供养	1
不以人废言	1
有则改之，无则加勉	1
自作聪明	2
刍荛之见	0
管见所及	2
逊志时敏	1
傲视轻物	2
好自矜夸	2
目无下尘	2
朋党之争	2
争名于朝，夺利于世	2
狼吞虎咽	2
贪求无厌	2
蛊惑人心	2
顶了	1
FT	0
啥也不说了	2
抓狂	0
稀饭	1
超赞	1
_ass	2
臭嘴	2
糗大了	0
狂顶	0
烂人	2
Happy	1
RY	2
蛋白质	2
leecher	2
牛x	1
kaka	1
我吐	2
好高务远	2
荒谬	2
看风使舵	2
大杂烩	2
兜售	2
刚愎自用	2
夸夸其谈	2
爱发牢骚	2
烂摊子	2
理屈词穷	2
乱七八糟	2
貌合神离	2
颓靡	2
谋害	2
懦弱	2
不堪入目	2
凶恶	2
蚍蜉撼树	2
刻板	2
奇货可居	2
巧立名目	2
清规戒律	0
轻举妄动	2
三心二意	2
奢侈	2
失职	2
四分五裂	2
呆若木鸡	2
挑肥拣瘦	2
视同儿戏	2
万马齐喑	2
无的放失	2
无所不至	2
洗劫	2
闲言碎语	2
倚仗	2
杂乱	2
自私	2
恶狠狠	2
阴贼	2
邪念	2
幸灾乐祸	2
刁悍	2
老奸巨猾	2
不义	2
乏货	2
拿大	2
自命不凡	2
落落寡合	2
拘执	2
顽固不化	2
乖僻	2
装假	2
油嘴滑舌	2
厚此薄彼	2
利己主义	2
刻舟求剑	2
村俗	2
诈唬	2
摆谱儿	2
贸然	2
愚味	2
不知进退	2
冠冕堂皇	2
浮漂	2
刁诈	2
虚浮	2
土气	2
胆小	2
心不在焉	2
首鼠两端	2
粉饰	2
离谱	2
卖好	2
欺蒙	2
招摇撞骗	2
做鬼	2
瞎闹	2
策划	2
斥责	2
被动	2
反眼不识	2
反复无常	2
神经	2
异想天开	2
心眼多	2
简陋	2
偏激	2
冷眼旁观	2
冷语冰人	2
分文不值	2
模糊不清	2
慢慢腾腾	2
慢悠悠	3
独断	2
不近人情	2
安于现状	2
半封建	2
吃偏饭	2
讥笑	2
老一套	2
明哲保身	2
贪心不足	2
不廉	2
低俗	2
有伤风化	2
守财奴	2
淫荡	2
荡检逾闲	2
诟骂	2
抓破脸	2
恩将仇报	2
耍花招	2
献媚	2
阿谀奉承	2
破绽百出	2
毫不留情	2
一文不值	2
盲人摸象	2
理亏|	2
莫名其妙	2
寡廉鲜耻	2
有名无实	2
歹心	2
名不符实	2
想当然	2
劣等	2
暗杀	0
把持	2
白费	2
败叶	2
暴利	2
笨蛋	2
编派	0
不济	2
惨杀	2
舌桥不下	0
念念不忘	0
辗转思念	0
物是人非	0
年富力强	1
憷场	2
借刀杀人	2
疑惑	0
顽皮	3
疯狂	2
大吃一惊	0
惊异	0
离奇	2
打底	0
不慌不忙	1
镇静	1
精明强干	1
毕肖	1
辩才	1
宾朋	1
秉正	1
博古	1
不渝	2
才识	1
彩牌楼	3
苍绿	1
徜徉	1
草芥	2
差池	2
拆台	2
孱弱	2
剿说	2
扯臊	2
陈规	2
逞凶	2
畅述	1
超迈	1
彻悟	1
称庆	1
呈递	1
魑魅	2
冲犯	2
丑话	2
臭棋	2
呈祥	1
澄空	1
冲锋	0
绸缪	1
传世	1
出局	2
创意	1
垂询	1
纯美	1
创伤	0
鹑衣	2
疵品	2
粗莽	2
篡改	2
措大	2
大话	2
党棍	2
倒运	2
盗骗	2
低档	2
国宾	1
国事	1
憨实	1
酣甜	1
敌酋	2
地煞	2
凋落	2
喋喋	2
斗气	2
毒手	2
黩武	2
短见	2
掇弄	2
厄运	2
恶煞	2
恶兆	2
发狂	2
藩篱	0
犯憷	0
犯傻	2
妨碍	2
飞贼	2
非法	2
废然	2
偾事	2
浮词	2
腐旧	2
干号	2
割据	0
苟安	2
辜负	2
关碍	2
惯家	2
鬼怪	0
绰约	1
辞让	1
葱笼	1
璀璨	1
脆爽	1
答拜	1
大才	1
大器	1
大型	0
带引	0
胆气	1
鬼混	2
得道	1
得手	0
的当	1
地利	1
典重	1
鼎力	1
过当	2
含混	2
黑道	2
黑手	2
哄抬	2
胡说	2
话柄	2
惶然	2
毁弃	2
秽气	2
混说	2
祸事	2
极权	2
家贼	2
奸商	2
简慢	2
狡计	2
芥蒂	2
纠合	2
攫取	2
赖账	2
苛责	2
空泛	2
订交	0
洞达	1
洞天	1
狂言	2
亏负	2
笃情	1
端静	1
敦聘	1
夺标	0
娥眉	1
恩物	1
繁富	1
范文	1
芳心	1
蜚声	1
肥甘	1
奋斗	1
丰美	1
丰收	1
风光	1
奉献	1
福祉	1
富庶	1
赅备	1
甘当	1
甘愿	0
刚决	1
高敞	1
高古	1
狼藉	2
落架	2
冷害	2
厉鬼	2
凌轹	2
流弊	2
高卧	1
漏税	2
乱兵	2
乱子	2
落马	2
骂街	2
忙乱	2
冒进	2
媚世	2
糜烂	2
民贼	2
魔王	2
告成	1
革新	1
攻克	1
功底	1
躬行	1
够朋友	1
乖觉	1
观赏	1
暮气	2
纳粹	2
纳贿	2
广宇	0
闹腾	2
内忧	2
腻歪	2
扭捏	0
女巫	2
拍马	2
叛乱	2
汗青	1
豪举	1
赔钱	2
批缪	2
屁话	2
骗术	2
频仍	2
破灭	2
乞讨	0
悭吝	2
浅学	2
强梁	2
硗薄	2
河山	1
合理	1
和调	1
贺联	1
鸿儒	1
鸿福	1
宏阔	1
厚恩	1
虎劲	1
互助	1
化育	1
欢声	1
黄金	1
恢复	1
惠风	1
活便	1
火花	1
激赏	1
机变	1
机运	1
吉星	1
侵夺	2
轻慢	2
囚犯	2
屈膝	2
权贵	2
群氓	2
冗员	2
丧乱	2
啬刻	2
煞气	2
上钩	3
失察	2
失闪	2
失着	2
事故	2
受过	2
受穷	2
树敌	2
说客	2
厮混	2
肆扰	2
损害	2
塌台	2
糖弹	2
套购	2
挑动	2
同谋	2
屠戮	2
退化	2
瓦全	2
玩忽	2
妄断	2
忘本	2
违反	2
倭寇	2
诬栽	2
西风	2
洗荡	0
黠慧	2
下游	0
险象	2
嚣闹	2
小鞋	2
邪道	2
邪祟	2
腥臊	2
凶年	2
凶焰	2
朽木	2
虚怯	2
续貂	2
玄虚	2
驯化	2
炎凉	2
洋鬼子	2
